,Time,Capcity,Naive Occupancy
22585,1225.0,19.0,1.579
22586,1226.0,19.0,1.579
22587,1227.0,19.0,1.579
22588,1228.0,19.0,1.632
22589,1229.0,19.0,1.632
22590,1230.0,19.0,1.632
22591,1231.0,19.0,1.632
22592,1232.0,19.0,1.684
22593,1233.0,19.0,1.684
22594,1234.0,19.0,1.684
22595,1235.0,19.0,1.684
22596,1236.0,19.0,1.737
22597,1237.0,19.0,1.737
22598,1238.0,19.0,1.737
22599,1239.0,19.0,1.737
22600,1240.0,19.0,1.789
22601,1241.0,19.0,1.789
22602,1242.0,19.0,1.789
22603,1243.0,19.0,1.789
22604,1244.0,19.0,1.789
22605,1245.0,19.0,1.789
22606,1246.0,19.0,1.842
22607,1247.0,19.0,1.842
22608,1248.0,19.0,1.842
22609,1249.0,19.0,1.842
22610,1250.0,19.0,1.842
22611,1251.0,19.0,1.842
22612,1252.0,19.0,1.842
22613,1253.0,19.0,1.842
22614,1254.0,19.0,1.895
22615,1255.0,19.0,1.895
22616,1256.0,19.0,1.895
22617,1257.0,19.0,1.895
22618,1258.0,19.0,1.895
22619,1259.0,19.0,1.895
22620,1300.0,19.0,1.895
22621,1301.0,19.0,1.947
22622,1302.0,19.0,1.947
22623,1303.0,19.0,1.947
22624,1304.0,19.0,1.947
22625,1305.0,19.0,1.947
22626,1306.0,19.0,1.947
22627,1307.0,19.0,1.895
22628,1308.0,19.0,1.895
22629,1309.0,19.0,1.895
22630,1310.0,19.0,1.895
22631,1311.0,19.0,1.895
22632,1312.0,19.0,1.895
22633,1313.0,19.0,1.895
22634,1314.0,19.0,1.895
22635,1315.0,19.0,1.895
22636,1316.0,19.0,1.895
22637,1317.0,19.0,1.895
22638,1318.0,19.0,1.947
22639,1319.0,19.0,1.947
22640,1320.0,19.0,1.947
22641,1321.0,19.0,1.947
22642,1322.0,19.0,1.947
22643,1323.0,19.0,2.0
22644,1324.0,19.0,2.0
22645,1325.0,19.0,2.0
22646,1326.0,19.0,2.0
22647,1327.0,19.0,2.0
22648,1328.0,19.0,2.0
22649,1329.0,19.0,1.947
22650,1330.0,19.0,1.947
22651,1331.0,19.0,1.947
22652,1332.0,19.0,1.947
22653,1333.0,19.0,1.947
22654,1334.0,19.0,1.947
22655,1335.0,19.0,1.947
22656,1336.0,19.0,1.947
22657,1337.0,19.0,1.842
22658,1338.0,19.0,1.842
22659,1339.0,19.0,1.842
22660,1340.0,19.0,1.842
22661,1341.0,19.0,1.842
22662,1342.0,19.0,1.842
22663,1343.0,19.0,1.842
22664,1344.0,19.0,1.842
22665,1345.0,19.0,1.842
22666,1346.0,19.0,1.842
22667,1347.0,19.0,1.842
22668,1348.0,19.0,1.842
22669,1349.0,19.0,1.842
22670,1350.0,19.0,1.842
22671,1351.0,19.0,1.842
22672,1352.0,19.0,1.842
22673,1353.0,19.0,1.842
22674,1354.0,19.0,1.895
22675,1355.0,19.0,1.842
22676,1356.0,19.0,1.842
22677,1357.0,19.0,1.789
22678,1358.0,19.0,1.789
22679,1359.0,19.0,1.789
22680,1400.0,19.0,1.789
22681,1401.0,19.0,1.842
22682,1402.0,19.0,1.895
22683,1403.0,19.0,1.842
22684,1404.0,19.0,1.789
22685,1405.0,19.0,1.789
22686,1406.0,19.0,1.789
22687,1407.0,19.0,1.789
22688,1408.0,19.0,1.789
22689,1409.0,19.0,1.789
22690,1410.0,19.0,1.789
22691,1411.0,19.0,1.737
22692,1412.0,19.0,1.684
22693,1413.0,19.0,1.684
22694,1414.0,19.0,1.684
22695,1415.0,19.0,1.737
22696,1416.0,19.0,1.684
22697,1417.0,19.0,1.737
22698,1418.0,19.0,1.789
22699,1419.0,19.0,1.789
22700,1420.0,19.0,1.789
22701,1421.0,19.0,1.789
22702,1422.0,19.0,1.789
22703,1423.0,19.0,1.789
22704,1424.0,19.0,1.789
22705,1425.0,19.0,1.789
22706,1426.0,19.0,1.789
22707,1427.0,19.0,1.789
22708,1428.0,19.0,1.789
22709,1429.0,19.0,1.789
22710,1430.0,19.0,1.789
22711,1431.0,19.0,1.737
22712,1432.0,19.0,1.737
22713,1433.0,19.0,1.737
22714,1434.0,19.0,1.737
22715,1435.0,19.0,1.737
22716,1436.0,19.0,1.684
22717,1437.0,19.0,1.737
22718,1438.0,19.0,1.684
22719,1439.0,19.0,1.684
22720,1440.0,19.0,1.632
22721,1441.0,19.0,1.579
22722,1442.0,19.0,1.579
22723,1443.0,19.0,1.579
22724,1444.0,19.0,1.474
22725,1445.0,19.0,1.474
22726,1446.0,19.0,1.526
22727,1447.0,19.0,1.474
22728,1448.0,19.0,1.526
22729,1449.0,19.0,1.474
22730,1450.0,19.0,1.421
22731,1451.0,19.0,1.421
22732,1452.0,19.0,1.421
22733,1453.0,19.0,1.421
22734,1454.0,19.0,1.421
22735,1455.0,19.0,1.316
22736,1456.0,19.0,1.316
22737,1457.0,19.0,1.316
22738,1458.0,19.0,1.368
22739,1459.0,19.0,1.316
22740,1500.0,19.0,1.316
22741,1501.0,19.0,1.105
22742,1502.0,19.0,1.053
22743,1503.0,19.0,1.053
22744,1504.0,19.0,1.053
22745,1505.0,19.0,1.053
22746,1506.0,19.0,1.105
22747,1507.0,19.0,1.105
22748,1508.0,19.0,1.105
22749,1509.0,19.0,1.053
22750,1510.0,19.0,1.053
22751,1511.0,19.0,1.053
22752,1512.0,19.0,1.053
22753,1513.0,19.0,1.053
22754,1514.0,19.0,1.0
22755,1515.0,19.0,1.0
22756,1516.0,19.0,1.0
22757,1517.0,19.0,1.0
22758,1518.0,19.0,0.947
22759,1519.0,19.0,0.947
22760,1520.0,19.0,0.947
22761,1521.0,19.0,0.947
22762,1522.0,19.0,0.947
22763,1523.0,19.0,0.947
22764,1524.0,19.0,0.947
22765,1525.0,19.0,0.947
22766,1526.0,19.0,1.0
22767,1527.0,19.0,1.0
22768,1528.0,19.0,1.0
22769,1529.0,19.0,1.0
22770,1530.0,19.0,1.0
22771,1531.0,19.0,1.0
22772,1532.0,19.0,1.0
22773,1533.0,19.0,1.0
22774,1534.0,19.0,1.0
22775,1535.0,19.0,1.0
22776,1536.0,19.0,1.0
22777,1537.0,19.0,1.0
22778,1538.0,19.0,0.947
22779,1539.0,19.0,0.895
22780,1540.0,19.0,0.895
22781,1541.0,19.0,0.895
22782,1542.0,19.0,0.947
22783,1543.0,19.0,0.947
22784,1544.0,19.0,0.895
22785,1545.0,19.0,0.895
22786,1546.0,19.0,0.947
22787,1547.0,19.0,0.895
22788,1548.0,19.0,0.895
22789,1549.0,19.0,0.895
22790,1550.0,19.0,0.895
22791,1551.0,19.0,0.895
22792,1552.0,19.0,0.842
22793,1553.0,19.0,0.842
22794,1554.0,19.0,0.789
22795,1555.0,19.0,0.737
22796,1556.0,19.0,0.737
22797,1557.0,19.0,0.737
22798,1558.0,19.0,0.737
22799,1559.0,19.0,0.737
22800,1600.0,19.0,0.737
22801,1601.0,19.0,0.737
22802,1602.0,19.0,0.737
22803,1603.0,19.0,0.737
22804,1604.0,19.0,0.737
22805,1605.0,19.0,0.737
22806,1606.0,19.0,0.737
22807,1607.0,19.0,0.737
22808,1608.0,19.0,0.737
22809,1609.0,19.0,0.737
22810,1610.0,19.0,0.737
22811,1611.0,19.0,0.737
22812,1612.0,19.0,0.737
22813,1613.0,19.0,0.737
22814,1614.0,19.0,0.737
22815,1615.0,19.0,0.737
22816,1616.0,19.0,0.737
22817,1617.0,19.0,0.737
22818,1618.0,19.0,0.737
22819,1619.0,19.0,0.737
22820,1620.0,19.0,0.737
22821,1621.0,19.0,0.737
22822,1622.0,19.0,0.737
22823,1623.0,19.0,0.737
22824,1624.0,19.0,0.737
22825,1625.0,19.0,0.737
22826,1626.0,19.0,0.737
22827,1627.0,19.0,0.684
22828,1628.0,19.0,0.684
22829,1629.0,19.0,0.684
22830,1630.0,19.0,0.684
22831,1631.0,19.0,0.684
22832,1632.0,19.0,0.632
22833,1633.0,19.0,0.684
22834,1634.0,19.0,0.684
22835,1635.0,19.0,0.684
22836,1636.0,19.0,0.684
22837,1637.0,19.0,0.684
22838,1638.0,19.0,0.684
22839,1639.0,19.0,0.737
22840,1640.0,19.0,0.684
22841,1641.0,19.0,0.684
22842,1642.0,19.0,0.684
22843,1643.0,19.0,0.737
22844,1644.0,19.0,0.684
22845,1645.0,19.0,0.684
22846,1646.0,19.0,0.684
22847,1647.0,19.0,0.632
22848,1648.0,19.0,0.632
22849,1649.0,19.0,0.632
22850,1650.0,19.0,0.632
22851,1651.0,19.0,0.632
22852,1652.0,19.0,0.632
22853,1653.0,19.0,0.632
22854,1654.0,19.0,0.632
22855,1655.0,19.0,0.632
22856,1656.0,19.0,0.632
22857,1657.0,19.0,0.632
22858,1658.0,19.0,0.632
22859,1659.0,19.0,0.632
22860,1700.0,19.0,0.632
22861,1701.0,19.0,0.632
22862,1702.0,19.0,0.579
22863,1703.0,19.0,0.579
22864,1704.0,19.0,0.579
22865,1705.0,19.0,0.579
22866,1706.0,19.0,0.579
22867,1707.0,19.0,0.579
22868,1708.0,19.0,0.579
22869,1709.0,19.0,0.579
22870,1710.0,19.0,0.579
22871,1711.0,19.0,0.579
22872,1712.0,19.0,0.579
22873,1713.0,19.0,0.579
22874,1714.0,19.0,0.526
22875,1715.0,19.0,0.526
22876,1716.0,19.0,0.579
22877,1717.0,19.0,0.526
22878,1718.0,19.0,0.526
22879,1719.0,19.0,0.526
22880,1720.0,19.0,0.526
22881,1721.0,19.0,0.526
22882,1722.0,19.0,0.526
22883,1723.0,19.0,0.526
22884,1724.0,19.0,0.526
22885,1725.0,19.0,0.526
22886,1726.0,19.0,0.579
22887,1727.0,19.0,0.579
22888,1728.0,19.0,0.579
22889,1729.0,19.0,0.579
22890,1730.0,19.0,0.579
22891,1731.0,19.0,0.579
22892,1732.0,19.0,0.579
22893,1733.0,19.0,0.579
22894,1734.0,19.0,0.579
22895,1735.0,19.0,0.579
22896,1736.0,19.0,0.579
22897,1737.0,19.0,0.579
22898,1738.0,19.0,0.579
22899,1739.0,19.0,0.632
22900,1740.0,19.0,0.579
22901,1741.0,19.0,0.579
22902,1742.0,19.0,0.579
22903,1743.0,19.0,0.579
22904,1744.0,19.0,0.579
22905,1745.0,19.0,0.579
22906,1746.0,19.0,0.579
22907,1747.0,19.0,0.579
22908,1748.0,19.0,0.579
22909,1749.0,19.0,0.579
22910,1750.0,19.0,0.579
22911,1751.0,19.0,0.579
22912,1752.0,19.0,0.579
22913,1753.0,19.0,0.579
22914,1754.0,19.0,0.579
22915,1755.0,19.0,0.579
22916,1756.0,19.0,0.579
22917,1757.0,19.0,0.579
22918,1758.0,19.0,0.579
22919,1759.0,19.0,0.579
22920,1800.0,19.0,0.526
22921,1801.0,19.0,0.0
22922,1802.0,19.0,0.0
22923,1803.0,19.0,0.0
22924,1804.0,19.0,0.0
22925,1805.0,19.0,0.0
22926,1806.0,19.0,0.0
22927,1807.0,19.0,0.0
22928,1808.0,19.0,0.0
22929,1809.0,19.0,0.0
22930,1810.0,19.0,0.0
22931,1811.0,19.0,0.0
22932,1812.0,19.0,0.0
22933,1813.0,19.0,0.0
22934,1814.0,19.0,0.0
22935,1815.0,19.0,0.0
22936,1816.0,19.0,0.0
22937,1817.0,19.0,0.0
22938,1818.0,19.0,0.0
22939,1819.0,19.0,0.0
22940,1820.0,19.0,0.0
22941,1821.0,19.0,0.0
22942,1822.0,19.0,0.0
22943,1823.0,19.0,0.0
22944,1824.0,19.0,0.0
22945,1825.0,19.0,0.0
22946,1826.0,19.0,0.0
22947,1827.0,19.0,0.0
22948,1828.0,19.0,0.0
22949,1829.0,19.0,0.0
22950,1830.0,19.0,0.0
22951,1831.0,19.0,0.0
22952,1832.0,19.0,0.0
22953,1833.0,19.0,0.0
22954,1834.0,19.0,0.0
22955,1835.0,19.0,0.0
22956,1836.0,19.0,0.0
22957,1837.0,19.0,0.0
22958,1838.0,19.0,0.0
22959,1839.0,19.0,0.0
22960,1840.0,19.0,0.0
22961,1841.0,19.0,0.0
22962,1842.0,19.0,0.0
22963,1843.0,19.0,0.0
22964,1844.0,19.0,0.0
22965,1845.0,19.0,0.0
22966,1846.0,19.0,0.0
22967,1847.0,19.0,0.0
22968,1848.0,19.0,0.0
22969,1849.0,19.0,0.0
22970,1850.0,19.0,0.0
22971,1851.0,19.0,0.0
22972,1852.0,19.0,0.0
22973,1853.0,19.0,0.0
22974,1854.0,19.0,0.0
22975,1855.0,19.0,0.0
22976,1856.0,19.0,0.0
22977,1857.0,19.0,0.0
22978,1858.0,19.0,0.0
22979,1859.0,19.0,0.0
22980,1900.0,19.0,0.0
22981,1901.0,19.0,0.0
22982,1902.0,19.0,0.0
22983,1903.0,19.0,0.0
22984,1904.0,19.0,0.0
22985,1905.0,19.0,0.0
22986,1906.0,19.0,0.0
22987,1907.0,19.0,0.0
22988,1908.0,19.0,0.0
22989,1909.0,19.0,0.0
22990,1910.0,19.0,0.0
22991,1911.0,19.0,0.0
22992,1912.0,19.0,0.0
22993,1913.0,19.0,0.0
22994,1914.0,19.0,0.0
22995,1915.0,19.0,0.0
22996,1916.0,19.0,0.0
22997,1917.0,19.0,0.0
22998,1918.0,19.0,0.0
22999,1919.0,19.0,0.0
23000,1920.0,19.0,0.0
23001,1921.0,19.0,0.0
23002,1922.0,19.0,0.0
23003,1923.0,19.0,0.0
23004,1924.0,19.0,0.0
23005,1925.0,19.0,0.0
23006,1926.0,19.0,0.0
23007,1927.0,19.0,0.0
23008,1928.0,19.0,0.0
23009,1929.0,19.0,0.0
23010,1930.0,19.0,0.0
23011,1931.0,19.0,0.0
23012,1932.0,19.0,0.0
23013,1933.0,19.0,0.0
23014,1934.0,19.0,0.0
23015,1935.0,19.0,0.0
23016,1936.0,19.0,0.0
23017,1937.0,19.0,0.0
23018,1938.0,19.0,0.0
23019,1939.0,19.0,0.0
23020,1940.0,19.0,0.0
23021,1941.0,19.0,0.0
23022,1942.0,19.0,0.0
23023,1943.0,19.0,0.0
23024,1944.0,19.0,0.0
23025,1945.0,19.0,0.0
23026,1946.0,19.0,0.0
23027,1947.0,19.0,0.0
23028,1948.0,19.0,0.0
23029,1949.0,19.0,0.0
23030,1950.0,19.0,0.0
23031,1951.0,19.0,0.0
23032,1952.0,19.0,0.0
23033,1953.0,19.0,0.0
23034,1954.0,19.0,0.0
23035,1955.0,19.0,0.0
23036,1956.0,19.0,0.0
23037,1957.0,19.0,0.0
23038,1958.0,19.0,0.0
23039,1959.0,19.0,0.0
23040,800.0,19.0,1.211
23041,801.0,19.0,1.211
23042,802.0,19.0,1.211
23043,803.0,19.0,1.211
23044,804.0,19.0,1.211
23045,805.0,19.0,1.211
23046,806.0,19.0,1.211
23047,807.0,19.0,1.211
23048,808.0,19.0,1.211
23049,809.0,19.0,1.211
23050,810.0,19.0,1.211
23051,811.0,19.0,1.211
23052,812.0,19.0,1.211
23053,813.0,19.0,1.211
23054,814.0,19.0,1.211
23055,815.0,19.0,1.211
23056,816.0,19.0,1.263
23057,817.0,19.0,1.263
23058,818.0,19.0,1.263
23059,819.0,19.0,1.263
23060,820.0,19.0,1.263
23061,821.0,19.0,1.263
23062,822.0,19.0,1.263
23063,823.0,19.0,1.263
23064,824.0,19.0,1.263
23065,825.0,19.0,1.263
23066,826.0,19.0,1.263
23067,827.0,19.0,1.263
23068,828.0,19.0,1.263
23069,829.0,19.0,1.263
23070,830.0,19.0,1.263
23071,831.0,19.0,1.263
23072,832.0,19.0,1.263
23073,833.0,19.0,1.263
23074,834.0,19.0,1.263
23075,835.0,19.0,1.263
23076,836.0,19.0,1.263
23077,837.0,19.0,1.263
23078,838.0,19.0,1.263
23079,839.0,19.0,1.263
23080,840.0,19.0,1.263
23081,841.0,19.0,1.263
23082,842.0,19.0,1.316
23083,843.0,19.0,1.316
23084,844.0,19.0,1.316
23085,845.0,19.0,1.316
23086,846.0,19.0,1.316
23087,847.0,19.0,1.316
23088,848.0,19.0,1.316
23089,849.0,19.0,1.316
23090,850.0,19.0,1.316
23091,851.0,19.0,1.316
23092,852.0,19.0,1.316
23093,853.0,19.0,1.316
23094,854.0,19.0,1.316
23095,855.0,19.0,1.316
23096,856.0,19.0,1.316
23097,857.0,19.0,1.316
23098,858.0,19.0,1.316
23099,859.0,19.0,1.368
23100,900.0,19.0,1.368
23101,901.0,19.0,1.368
23102,902.0,19.0,1.368
23103,903.0,19.0,1.368
23104,904.0,19.0,1.368
23105,905.0,19.0,1.368
23106,906.0,19.0,1.368
23107,907.0,19.0,1.368
23108,908.0,19.0,1.368
23109,909.0,19.0,1.368
23110,910.0,19.0,1.421
23111,911.0,19.0,1.421
23112,912.0,19.0,1.421
23113,913.0,19.0,1.421
23114,914.0,19.0,1.421
23115,915.0,19.0,1.421
23116,916.0,19.0,1.421
23117,917.0,19.0,1.421
23118,918.0,19.0,1.421
23119,919.0,19.0,1.421
23120,920.0,19.0,1.421
23121,921.0,19.0,1.421
23122,922.0,19.0,1.421
23123,923.0,19.0,1.421
23124,924.0,19.0,1.421
23125,925.0,19.0,1.421
23126,926.0,19.0,1.421
23127,927.0,19.0,1.421
23128,928.0,19.0,1.421
23129,929.0,19.0,1.421
23130,930.0,19.0,1.421
23131,931.0,19.0,1.421
23132,932.0,19.0,1.421
23133,933.0,19.0,1.421
23134,934.0,19.0,1.421
23135,935.0,19.0,1.421
23136,936.0,19.0,1.421
23137,937.0,19.0,1.421
23138,938.0,19.0,1.421
23139,939.0,19.0,1.421
23140,940.0,19.0,1.421
23141,941.0,19.0,1.421
23142,942.0,19.0,1.421
23143,943.0,19.0,1.421
23144,944.0,19.0,1.421
23145,945.0,19.0,1.421
23146,946.0,19.0,1.421
23147,947.0,19.0,1.421
23148,948.0,19.0,1.421
23149,949.0,19.0,1.421
23150,950.0,19.0,1.421
23151,951.0,19.0,1.421
23152,952.0,19.0,1.474
23153,953.0,19.0,1.474
23154,954.0,19.0,1.474
23155,955.0,19.0,1.474
23156,956.0,19.0,1.474
23157,957.0,19.0,1.474
23158,958.0,19.0,1.474
23159,959.0,19.0,1.474
23160,1000.0,19.0,1.474
23161,1001.0,19.0,1.474
23162,1002.0,19.0,1.474
23163,1003.0,19.0,1.474
23164,1004.0,19.0,1.474
23165,1005.0,19.0,1.474
23166,1006.0,19.0,1.474
23167,1007.0,19.0,1.474
23168,1008.0,19.0,1.526
23169,1009.0,19.0,1.526
23170,1010.0,19.0,1.526
23171,1011.0,19.0,1.526
23172,1012.0,19.0,1.526
23173,1013.0,19.0,1.526
23174,1014.0,19.0,1.526
23175,1015.0,19.0,1.526
23176,1016.0,19.0,1.526
23177,1017.0,19.0,1.526
23178,1018.0,19.0,1.526
23179,1019.0,19.0,1.526
23180,1020.0,19.0,1.526
23181,1021.0,19.0,1.526
23182,1022.0,19.0,1.526
23183,1023.0,19.0,1.526
23184,1024.0,19.0,1.526
23185,1025.0,19.0,1.526
23186,1026.0,19.0,1.526
23187,1027.0,19.0,1.526
23188,1028.0,19.0,1.526
23189,1029.0,19.0,1.526
23190,1030.0,19.0,1.526
23191,1031.0,19.0,1.526
23192,1032.0,19.0,1.526
23193,1033.0,19.0,1.526
23194,1034.0,19.0,1.526
23195,1035.0,19.0,1.579
23196,1036.0,19.0,1.579
23197,1037.0,19.0,1.579
23198,1038.0,19.0,1.579
23199,1039.0,19.0,1.579
23200,1040.0,19.0,1.579
23201,1041.0,19.0,1.579
23202,1042.0,19.0,1.579
23203,1043.0,19.0,1.579
23204,1044.0,19.0,1.579
23205,1045.0,19.0,1.579
23206,1046.0,19.0,1.579
23207,1047.0,19.0,1.579
23208,1048.0,19.0,1.579
23209,1049.0,19.0,1.579
23210,1050.0,19.0,1.579
23211,1051.0,19.0,1.579
23212,1052.0,19.0,1.579
23213,1053.0,19.0,1.579
23214,1054.0,19.0,1.579
23215,1055.0,19.0,1.579
23216,1056.0,19.0,1.579
23217,1057.0,19.0,1.579
23218,1058.0,19.0,1.632
23219,1059.0,19.0,1.632
23220,1100.0,19.0,1.632
23221,1101.0,19.0,1.632
23222,1102.0,19.0,1.632
23223,1103.0,19.0,1.632
23224,1104.0,19.0,1.632
23225,1105.0,19.0,1.632
23226,1106.0,19.0,1.632
23227,1107.0,19.0,1.632
23228,1108.0,19.0,1.632
23229,1109.0,19.0,1.632
23230,1110.0,19.0,1.632
23231,1111.0,19.0,1.632
23232,1112.0,19.0,1.632
23233,1113.0,19.0,1.632
23234,1114.0,19.0,1.632
23235,1115.0,19.0,1.632
23236,1116.0,19.0,1.632
23237,1117.0,19.0,1.632
23238,1118.0,19.0,1.632
23239,1119.0,19.0,1.632
23240,1120.0,19.0,1.632
23241,1121.0,19.0,1.632
23242,1122.0,19.0,1.632
23243,1123.0,19.0,1.632
23244,1124.0,19.0,1.632
23245,1125.0,19.0,1.632
23246,1126.0,19.0,1.632
23247,1127.0,19.0,1.632
23248,1128.0,19.0,1.632
23249,1129.0,19.0,1.632
23250,1130.0,19.0,1.632
23251,1131.0,19.0,1.632
23252,1132.0,19.0,1.632
23253,1133.0,19.0,1.632
23254,1134.0,19.0,1.632
23255,1135.0,19.0,1.632
23256,1136.0,19.0,1.632
23257,1137.0,19.0,1.632
23258,1138.0,19.0,1.632
23259,1139.0,19.0,1.632
23260,1140.0,19.0,1.632
23261,1141.0,19.0,1.632
23262,1142.0,19.0,1.632
23263,1143.0,19.0,1.632
23264,1144.0,19.0,1.632
23265,1145.0,19.0,1.632
23266,1146.0,19.0,1.632
23267,1147.0,19.0,1.632
23268,1148.0,19.0,1.632
23269,1149.0,19.0,1.632
23270,1150.0,19.0,1.632
23271,1151.0,19.0,1.632
23272,1152.0,19.0,1.632
23273,1153.0,19.0,1.579
23274,1154.0,19.0,1.579
23275,1155.0,19.0,1.579
23276,1156.0,19.0,1.579
23277,1157.0,19.0,1.632
23278,1158.0,19.0,1.632
23279,1159.0,19.0,1.632
23280,1200.0,19.0,1.684
23281,1201.0,19.0,1.684
23282,1202.0,19.0,1.684
23283,1203.0,19.0,1.684
23284,1204.0,19.0,1.684
23285,1205.0,19.0,1.684
23286,1206.0,19.0,1.684
23287,1207.0,19.0,1.684
23288,1208.0,19.0,1.684
23289,1209.0,19.0,1.632
23290,1210.0,19.0,1.632
23291,1211.0,19.0,1.632
23292,1212.0,19.0,1.632
23293,1213.0,19.0,1.632
23294,1214.0,19.0,1.632
23295,1215.0,19.0,1.632
23296,1216.0,19.0,1.632
23297,1217.0,19.0,1.632
23298,1218.0,19.0,1.684
23299,1219.0,19.0,1.684
23300,1220.0,19.0,1.684
23301,1221.0,19.0,1.684
23302,1222.0,19.0,1.684
23303,1223.0,19.0,1.684
23304,1224.0,19.0,1.684
23305,1225.0,19.0,1.684
23306,1226.0,19.0,1.684
23307,1227.0,19.0,1.684
23308,1228.0,19.0,1.684
23309,1229.0,19.0,1.684
23310,1230.0,19.0,1.684
23311,1231.0,19.0,1.684
23312,1232.0,19.0,1.684
23313,1233.0,19.0,1.684
23314,1234.0,19.0,1.684
23315,1235.0,19.0,1.684
23316,1236.0,19.0,1.684
23317,1237.0,19.0,1.684
23318,1238.0,19.0,1.684
23319,1239.0,19.0,1.684
23320,1240.0,19.0,1.684
23321,1241.0,19.0,1.684
23322,1242.0,19.0,1.684
23323,1243.0,19.0,1.684
23324,1244.0,19.0,1.684
23325,1245.0,19.0,1.684
23326,1246.0,19.0,1.684
23327,1247.0,19.0,1.684
23328,1248.0,19.0,1.684
23329,1249.0,19.0,1.684
23330,1250.0,19.0,1.684
23331,1251.0,19.0,1.684
23332,1252.0,19.0,1.684
23333,1253.0,19.0,1.684
23334,1254.0,19.0,1.684
23335,1255.0,19.0,1.684
23336,1256.0,19.0,1.684
23337,1257.0,19.0,1.684
23338,1258.0,19.0,1.684
23339,1259.0,19.0,1.684
23340,1300.0,19.0,1.684
23341,1301.0,19.0,1.684
23342,1302.0,19.0,1.684
23343,1303.0,19.0,1.684
23344,1304.0,19.0,1.684
23345,1305.0,19.0,1.684
23346,1306.0,19.0,1.684
23347,1307.0,19.0,1.684
23348,1308.0,19.0,1.684
23349,1309.0,19.0,1.632
23350,1310.0,19.0,1.632
23351,1311.0,19.0,1.632
23352,1312.0,19.0,1.632
23353,1313.0,19.0,1.632
23354,1314.0,19.0,1.632
23355,1315.0,19.0,1.632
23356,1316.0,19.0,1.632
23357,1317.0,19.0,1.632
23358,1318.0,19.0,1.632
23359,1319.0,19.0,1.684
23360,1320.0,19.0,1.684
23361,1321.0,19.0,1.684
23362,1322.0,19.0,1.684
23363,1323.0,19.0,1.684
23364,1324.0,19.0,1.737
23365,1325.0,19.0,1.737
23366,1326.0,19.0,1.737
23367,1327.0,19.0,1.737
23368,1328.0,19.0,1.737
23369,1329.0,19.0,1.737
23370,1330.0,19.0,1.737
23371,1331.0,19.0,1.737
23372,1332.0,19.0,1.737
23373,1333.0,19.0,1.737
23374,1334.0,19.0,1.737
23375,1335.0,19.0,1.737
23376,1336.0,19.0,1.737
23377,1337.0,19.0,1.737
23378,1338.0,19.0,1.737
23379,1339.0,19.0,1.737
23380,1340.0,19.0,1.737
23381,1341.0,19.0,1.737
23382,1342.0,19.0,1.737
23383,1343.0,19.0,1.737
23384,1344.0,19.0,1.737
23385,1345.0,19.0,1.737
23386,1346.0,19.0,1.737
23387,1347.0,19.0,1.737
23388,1348.0,19.0,1.737
23389,1349.0,19.0,1.737
23390,1350.0,19.0,1.684
23391,1351.0,19.0,1.684
23392,1352.0,19.0,1.684
23393,1353.0,19.0,1.684
23394,1354.0,19.0,1.684
23395,1355.0,19.0,1.684
23396,1356.0,19.0,1.684
23397,1357.0,19.0,1.632
23398,1358.0,19.0,1.632
23399,1359.0,19.0,1.632
23400,1400.0,19.0,1.632
23401,1401.0,19.0,1.632
23402,1402.0,19.0,1.579
23403,1403.0,19.0,1.579
23404,1404.0,19.0,1.579
23405,1405.0,19.0,1.579
23406,1406.0,19.0,1.579
23407,1407.0,19.0,1.579
23408,1408.0,19.0,1.579
23409,1409.0,19.0,1.579
23410,1410.0,19.0,1.579
23411,1411.0,19.0,1.579
23412,1412.0,19.0,1.579
23413,1413.0,19.0,1.579
23414,1414.0,19.0,1.579
23415,1415.0,19.0,1.579
23416,1416.0,19.0,1.579
23417,1417.0,19.0,1.526
23418,1418.0,19.0,1.579
23419,1419.0,19.0,1.579
23420,1420.0,19.0,1.579
23421,1421.0,19.0,1.579
23422,1422.0,19.0,1.526
23423,1423.0,19.0,1.526
23424,1424.0,19.0,1.526
23425,1425.0,19.0,1.526
23426,1426.0,19.0,1.526
23427,1427.0,19.0,1.474
23428,1428.0,19.0,1.474
23429,1429.0,19.0,1.474
23430,1430.0,19.0,1.474
23431,1431.0,19.0,1.368
23432,1432.0,19.0,1.368
23433,1433.0,19.0,1.368
23434,1434.0,19.0,1.368
23435,1435.0,19.0,1.368
23436,1436.0,19.0,1.368
23437,1437.0,19.0,1.368
23438,1438.0,19.0,1.263
23439,1439.0,19.0,1.263
23440,1440.0,19.0,1.316
23441,1441.0,19.0,1.316
23442,1442.0,19.0,1.316
23443,1443.0,19.0,1.316
23444,1444.0,19.0,1.368
23445,1445.0,19.0,1.316
23446,1446.0,19.0,1.263
23447,1447.0,19.0,1.263
23448,1448.0,19.0,1.211
23449,1449.0,19.0,1.211
23450,1450.0,19.0,1.158
23451,1451.0,19.0,1.158
23452,1452.0,19.0,1.158
23453,1453.0,19.0,1.158
23454,1454.0,19.0,1.158
23455,1455.0,19.0,1.158
23456,1456.0,19.0,1.211
23457,1457.0,19.0,1.211
23458,1458.0,19.0,1.211
23459,1459.0,19.0,1.211
23460,1500.0,19.0,1.158
23461,1501.0,19.0,1.0
23462,1502.0,19.0,1.0
23463,1503.0,19.0,1.0
23464,1504.0,19.0,1.0
23465,1505.0,19.0,1.0
